系统时间,相对时间(s),扭矩(Nm),转速(rpm),功率(W),Ch1_Temp_C,Ch1_MOS_C,Ch1_Err,Ch1_Pos_rad,Ch1_Spd_rads,Ch1_Cur_A,Ch2_Temp_C,Ch2_MOS_C,Ch2_Err,Ch2_Pos_rad,Ch2_Spd_rads,Ch2_Cur_A,图像.最高温,图像.最低温,图像.平均温,P1.最高温,P2.最高温
2026/03/31 10:25:16.279,54.73,-3.56,145.92,54.401,22,29,0,-3.6868,14.5538,1.3846,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.1
2026/03/31 10:25:16.282,54.733,-3.1471,145.92,48.0914,22,29,0,-2.1044,15.1341,1.707,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.1
2026/03/31 10:25:16.283,54.733,-3.108,145.92,47.4939,22,29,0,-2.1044,15.1341,1.707,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.1
2026/03/31 10:25:16.397,54.848,-4.328,145.92,66.137,22,29,0,-0.5259,15.7143,1.033,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:16.450,54.901,-2.4496,145.99,37.4507,22,29,0,-0.5259,15.7143,1.033,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:16.450,54.901,-3.7135,145.99,56.7739,22,29,0,-0.5259,15.7143,1.033,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:16.452,54.902,-2.6432,145.99,40.4106,22,29,0,0.5121,15.7143,1.1941,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:16.500,54.951,-2.2176,145.99,33.9038,22,29,0,0.5121,15.7143,1.1941,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:16.540,54.991,-1.9232,145.99,29.4029,22,29,0,1.9282,15.7143,1.2088,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:16.541,54.992,-1.6376,145.97,25.033,22,29,0,1.9282,15.7143,1.2088,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:16.625,55.075,-3.5024,145.97,53.5391,22,29,0,3.179,15.811,1.5165,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:16.625,55.076,-4.2928,145.97,65.6215,22,29,0,3.179,15.811,1.5165,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:16.723,55.174,-2.9792,145.97,45.5413,22,29,0,4.7473,16.0835,1.3846,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.1
2026/03/31 10:25:16.723,55.174,-2.6767,145.97,40.9172,22,29,0,4.7473,16.0835,1.3846,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.1
2026/03/31 10:25:16.725,55.175,-4.2696,145.97,65.2669,22,29,0,4.7473,16.0835,1.3846,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.1
2026/03/31 10:25:16.836,55.287,-3.0135,145.97,46.0656,22,29,0,6.4769,15.5385,0.8425,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.0
2026/03/31 10:25:16.836,55.287,-3.868,145.97,59.1279,22,29,0,6.4769,15.5385,0.8425,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.0
2026/03/31 10:25:16.838,55.289,-3.3224,145.97,50.7876,22,29,0,6.4769,15.5385,0.8425,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.0
2026/03/31 10:25:16.958,55.409,-2.8376,145.97,43.3767,22,29,0,7.4992,15.6088,1.3407,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.0
2026/03/31 10:25:17.012,55.463,-2.3632,145.97,36.1249,22,29,0,8.3549,14.6506,1.4579,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.0
2026/03/31 10:25:17.062,55.513,-3.0024,145.97,45.8959,22,29,0,9.1697,15.5385,1.2967,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.0
2026/03/31 10:25:17.107,55.558,-3.8688,145.95,59.132,22,29,0,10.5194,14.9231,1.37,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.0
2026/03/31 10:25:17.108,55.558,-3.5432,145.95,54.1554,22,29,0,10.5194,14.9231,1.37,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.0
2026/03/31 10:25:17.200,55.651,-3.9376,145.95,60.1836,22,29,0,12.0613,15.7407,1.2381,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.0
2026/03/31 10:25:17.201,55.652,-3.016,145.95,46.0975,22,29,0,12.0613,15.7407,1.2381,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.0
2026/03/31 10:25:17.287,55.738,-2.5632,145.95,39.1768,22,29,0,-11.7134,14.8879,0.9158,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.0
2026/03/31 10:25:17.287,55.737,-2.9832,145.95,45.5962,22,29,0,-11.7134,14.8879,0.9158,0,0,0,0.0,0.0,0.0,24.7,18.2,19.7,20.3,24.0
2026/03/31 10:25:17.371,55.822,-2.4296,145.95,37.1348,22,29,0,-10.4198,15.2659,1.1355,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:17.372,55.823,-3.496,145.95,53.434,22,29,0,-10.4198,15.2659,1.1355,0,0,0,0.0,0.0,0.0,24.7,18.3,19.7,20.3,24.1
2026/03/31 10:25:17.456,55.907,-3.2503,145.95,49.6786,22,29,0,-9.0435,14.6506,1.2088,0,0,0,0.0,0.0,0.0,24.8,18.3,19.8,20.4,24.1
2026/03/31 10:25:17.457,55.908,-3.6032,145.91,55.0574,22,29,0,-9.0435,14.6506,1.2088,0,0,0,0.0,0.0,0.0,24.8,18.3,19.8,20.4,24.1
2026/03/31 10:25:17.534,55.985,-3.8032,145.91,58.1134,22,29,0,-7.8059,15.4681,1.0476,0,0,0,0.0,0.0,0.0,24.8,18.3,19.8,20.4,24.1
2026/03/31 10:25:17.535,55.986,-4.2928,145.91,65.5946,22,29,0,-7.8059,15.4681,1.0476,0,0,0,0.0,0.0,0.0,24.8,18.3,19.8,20.4,24.1
